0.0,0.2,10.0,0.25,35.0
0.0,0.002,10.0072,0.0029,35.0
0.1,0.0042,10.0136,0.0123,35.0
0.2,0.0082,10.0242,0.0101,35.0
0.3,0.0157,10.0451,0.0173,35.0
0.4,0.0241,10.0696,0.0191,35.0
0.5,0.0279,10.0815,0.0283,35.0
0.6,0.026,10.0753,0.036,35.0
0.7,0.031,10.0904,0.0336,35.0
0.8,0.0322,10.0927,0.0429,35.0
0.9,0.038,10.1103,0.046,35.0
1.0,0.0443,10.1264,0.0466,35.0
1.1,0.0458,10.1317,0.0534,35.0
1.2,0.0531,10.1519,0.0586,35.0
1.3,0.0512,10.1462,0.0685,35.0
1.4,0.0543,10.1557,0.067,35.0
1.5,0.0566,10.1621,0.072,35.0
1.6,0.0599,10.1719,0.0764,35.0
1.7,0.0656,10.1886,0.0798,35.0
1.8,0.0663,10.1895,0.0894,35.0
1.9,0.0766,10.2189,0.0895,35.0
2.0,0.074,10.2125,0.0936,35.0
2.1,0.0788,10.2249,0.0983,35.0
2.2,0.08,10.2305,0.1059,35.0
2.3,0.0843,10.2409,0.108,35.0
2.4,0.0934,10.2667,0.1115,35.0
2.5,0.0973,10.2787,0.1165,35.0
2.6,0.1038,10.298,0.1228,35.0
2.7,0.1004,10.2877,0.1253,35.0
2.8,0.1054,10.3019,0.1266,35.0
2.9,0.1137,10.3264,0.1344,35.0
3.0,0.1127,10.3217,0.1386,35.0
3.1,0.1127,10.3223,0.1449,35.0
3.2,0.1185,10.3383,0.1425,35.0
3.3,0.1225,10.3502,0.1505,35.0
3.4,0.124,10.3547,0.1535,35.0
3.5,0.1313,10.3752,0.1572,35.0
3.6,0.1274,10.3649,0.1565,35.0
3.7,0.1372,10.3929,0.1603,35.0
3.8,0.1382,10.3957,0.1694,35.0
3.9,0.1401,10.4019,0.1748,35.0
4.0,0.1464,10.4182,0.1759,35.0
4.1,0.1422,10.406,0.1788,35.0
4.2,0.1476,10.4219,0.1817,35.0
4.3,0.1538,10.4394,0.185,35.0
4.4,0.152,10.4357,0.191,35.0
4.5,0.1587,10.4536,0.1888,35.0
4.6,0.1554,10.4437,0.1976,35.0
4.7,0.1573,10.4505,0.1971,35.0
4.8,0.1605,10.4583,0.2002,35.0
4.9,0.166,10.4747,0.2001,35.0
5.0,0.1634,10.4672,0.2025,35.0
5.1,0.1708,10.4879,0.2045,35.0
5.2,0.1761,10.504,0.2083,35.0
5.3,0.1691,10.4848,0.2171,35.0
5.4,0.1754,10.5025,0.2206,35.0
5.5,0.1813,10.5176,0.22,35.0
5.6,0.1796,10.5143,0.2225,35.0
5.7,0.1759,10.5031,0.2206,35.0
5.8,0.184,10.5272,0.2229,35.0
5.9,0.1838,10.5255,0.2305,35.0
6.0,0.1843,10.5282,0.2337,35.0
6.1,0.1851,10.529,0.2274,35.0
6.2,0.1843,10.5278,0.231,35.0
6.3,0.1882,10.5376,0.2373,35.0
6.4,0.1861,10.5322,0.24,35.0
6.5,0.1975,10.5657,0.2432,35.0
6.6,0.1993,10.5703,0.2377,35.0
6.7,0.1934,10.5532,0.2418,35.0
6.8,0.1993,10.5696,0.247,35.0
6.9,0.1937,10.554,0.2456,35.0
7.0,0.1931,10.5533,0.2477,35.0
7.1,0.2034,10.5808,0.2504,35.0
7.2,0.204,10.5837,0.2455,35.0
7.3,0.202,10.5788,0.2478,35.0
7.4,0.2039,10.5843,0.2464,35.0
7.5,0.1983,10.5681,0.2465,35.0
7.6,0.204,10.5846,0.2526,35.0
7.7,0.1977,10.5659,0.2502,35.0
7.8,0.2045,10.5845,0.2563,35.0
7.9,0.1991,10.5701,0.2532,35.0
8.0,0.2047,10.5845,0.2559,35.0
8.1,0.2039,10.5835,0.2502,35.0
8.2,0.203,10.5812,0.2557,35.0
8.3,0.1993,10.5697,0.2555,35.0
8.4,0.2005,10.5729,0.2557,35.0
8.5,0.2071,10.5934,0.2553,35.0
8.6,0.201,10.574,0.2554,35.0
8.7,0.2092,10.5974,0.2509,35.0
8.8,0.2051,10.5872,0.256,35.0
8.9,0.1983,10.5671,0.2499,35.0
9.0,0.2018,10.5762,0.2504,35.0
9.1,0.1993,10.5701,0.2507,35.0
9.2,0.1989,10.5689,0.2513,35.0
9.3,0.2003,10.5741,0.2516,35.0
9.4,0.2058,10.5876,0.2505,35.0
9.5,0.2015,10.5767,0.2435,35.0
9.6,0.1991,10.5686,0.2483,35.0
9.7,0.1946,10.556,0.249,35.0
9.8,0.1958,10.561,0.2482,35.0
9.9,0.1955,10.5585,0.2471,35.0
10.0,0.1979,10.5652,0.2386,35.0
10.1,0.192,10.5488,0.2378,35.0
10.2,0.1909,10.5469,0.2372,35.0
10.3,0.1922,10.5493,0.2403,35.0
10.4,0.1923,10.5493,0.2346,35.0
10.5,0.1853,10.5313,0.2349,35.0
10.6,0.1879,10.5374,0.2353,35.0
10.7,0.1816,10.5196,0.2249,35.0
10.8,0.1857,10.531,0.226,35.0
10.9,0.1817,10.519,0.2272,35.0
11.0,0.1792,10.5136,0.2193,35.0
11.1,0.1812,10.5178,0.2197,35.0
11.2,0.1752,10.5015,0.2176,35.0
11.3,0.1762,10.5041,0.2197,35.0
11.4,0.167,10.4771,0.2107,35.0
11.5,0.1752,10.5003,0.209,35.0
11.6,0.1669,10.4776,0.2085,35.0
11.7,0.1634,10.4671,0.2065,35.0
11.8,0.1636,10.4689,0.2042,35.0
11.9,0.1617,10.4639,0.1988,35.0
12.0,0.1564,10.447,0.1925,35.0
12.1,0.154,10.4399,0.1947,35.0
12.2,0.1483,10.4241,0.1906,35.0
12.3,0.147,10.4213,0.183,35.0
12.4,0.1435,10.4109,0.184,35.0
12.5,0.1425,10.4068,0.1814,35.0
12.6,0.1423,10.4076,0.1767,35.0
12.7,0.1366,10.3909,0.1771,35.0
12.8,0.1336,10.3817,0.1719,35.0
12.9,0.1345,10.3849,0.1653,35.0
13.0,0.1281,10.3663,0.1665,35.0
13.1,0.1262,10.3623,0.1601,35.0
13.2,0.1226,10.3505,0.1542,35.0
13.3,0.1278,10.3659,0.1542,35.0
13.4,0.1205,10.3441,0.1452,35.0
13.5,0.1166,10.335,0.1477,35.0
13.6,0.1091,10.3136,0.1445,35.0
13.7,0.1095,10.3141,0.1377,35.0
13.8,0.1056,10.3016,0.1299,35.0
13.9,0.1083,10.3098,0.1301,35.0
14.0,0.1045,10.2994,0.1262,35.0
14.1,0.1018,10.2927,0.119,35.0
14.2,0.0952,10.2737,0.1121,35.0
14.3,0.0887,10.2549,0.1084,35.0
14.4,0.0847,10.2432,0.1085,35.0
14.5,0.0803,10.2314,0.1029,35.0
14.6,0.0829,10.2383,0.0965,35.0
14.7,0.0733,10.2107,0.0984,35.0
14.8,0.069,10.1975,0.0939,35.0
14.9,0.0689,10.1986,0.0897,35.0
15.0,0.0717,10.2066,0.0789,35.0
15.1,0.0635,10.1815,0.0771,35.0
15.2,0.0644,10.1859,0.0744,35.0
15.3,0.0528,10.1509,0.0688,35.0
15.4,0.053,10.1534,0.0597,35.0
15.5,0.0444,10.1267,0.0601,35.0
15.6,0.0425,10.1214,0.0551,35.0
15.7,0.0413,10.1186,0.0478,35.0
15.8,0.0383,10.1109,0.0486,35.0
15.9,0.0367,10.1068,0.043,35.0
16.0,0.0254,10.0732,0.0392,35.0
16.1,0.0249,10.072,0.0279,35.0
16.2,0.0195,10.0567,0.0228,35.0
16.3,0.0139,10.0408,0.0179,35.0
16.4,0.0116,10.0331,0.0199,35.0
16.5,0.0078,10.023,0.0084,35.0
16.6,0.0074,10.0231,0.0076,35.0
16.7,0.0026,10.0092,0.0019,35.0
16.8,-0.0033,9.991,-0.0004,35.0
16.9,-0.0069,9.9804,-0.0111,35.0
17.0,-0.009,9.9742,-0.0155,35.0
17.1,-0.0156,9.9558,-0.0131,35.0
17.2,-0.0209,9.9409,-0.0231,35.0
17.3,-0.0202,9.9441,-0.0284,35.0
17.4,-0.019,9.9477,-0.0272,35.0
17.5,-0.0276,9.9218,-0.0361,35.0
17.6,-0.0259,9.9278,-0.0367,35.0
17.7,-0.031,9.9118,-0.0476,35.0
17.8,-0.0358,9.8978,-0.0464,35.0
17.9,-0.0374,9.8943,-0.0533,35.0
18.0,-0.0497,9.8582,-0.058,35.0
18.1,-0.0491,9.8617,-0.0617,35.0
18.2,-0.0522,9.8523,-0.0664,35.0
18.3,-0.059,9.832,-0.0683,35.0
18.4,-0.0584,9.8338,-0.0747,35.0
18.5,-0.0592,9.8313,-0.0795,35.0
18.6,-0.0701,9.8006,-0.0862,35.0
18.7,-0.0675,9.8072,-0.0886,35.0
18.8,-0.0716,9.7973,-0.0983,35.0
18.9,-0.0775,9.779,-0.0981,35.0
19.0,-0.0841,9.7611,-0.1061,35.0
19.1,-0.0858,9.7562,-0.1034,35.0
19.2,-0.084,9.7612,-0.1127,35.0
19.3,-0.093,9.7357,-0.114,35.0
19.4,-0.0987,9.7179,-0.1207,35.0
19.5,-0.1001,9.7156,-0.1218,35.0
19.6,-0.1012,9.7127,-0.1256,35.0
19.7,-0.1053,9.7012,-0.1328,35.0
19.8,-0.102,9.7093,-0.1389,35.0
